"created_at","text"
2020-05-19,"president trump says he is considering a travel ban on latin america and called the high number of us covid cases a aoebadge of honora because it means the us is testing more people"
2020-05-19,"global carbon emissions drop during coronavirus lockdowns"
2020-05-19,"federal reserve chair powell and treasury secretary mnuchin face a senate grilling on stimulus spending during the covid crisis follow live updates"
2020-05-19,"the seychelles says it is banning all cruise ships through the end of next year to help prevent the spread of coronavirus"
2020-05-19,"a key coronavirus model revises its us death projection slightly downward predicting that people will die by august"
2020-05-18,"president trump says he is taking hydroxychloroquine even though several recent studies show the drug is ineffective against the coronavirus and may even be harmful"
2020-05-18,"there have been more than deaths from coronavirus in the us and more than million cases a count by johns hopkins university shows"
2020-05-18,"the navajo nation a spanning part of three states a surpasses new york and new jersey for the highest percapita coronavirus infection rate in the us"
2020-05-18,"minnesota reported nine new coronavirus deaths today the lowest number in two weeks state health department data show its stayathome order expired today"
2020-05-18,"new york could face a billion tax revenue shortfall over the next two years because of coronavirus restrictions the city's independent budget office says"
2020-05-18,"all but two us states have loosened restrictions in place to help curb the spread of coronavirus follow live updates"
2020-05-17,"the number of coronavirusrelated hospitalizations in the uk is down from a week ago official says"
2020-05-17,"white house trade adviser peter navarro slams the cdc saying it let the country down on coronavirus testing"
2020-05-17,"social distancing worked to limit the spread of coronavirus in the us and may have prevented tens of millions of infections a new study finds"
2020-05-17,"hhs secretary alex azar says that the high number coronavirus mortalities in the united states is due to greater risk profiles in certain communities and says the american response to the virus has been historic cnnsotu"
2020-05-17,"texas reports its largest singleday number of positive covid cases since the beginning of pandemic"
2020-05-17,"the uk government is close to reaching its target of recruiting contact tracers to help health authorities understand who may have been exposed to covid patients"
2020-05-16,"eight sailors from the aircraft carrier uss theodore roosevelt who previously had coronavirus have tested positive for it again a defense official says"
2020-05-16,"the us food and drug administration has authorized an athome sample collection kit that can be sent to specific labs for coronavirus testing follow live updates"
2020-05-16,"the house passes a trillion coronavirus relief bill despite opposition from republicans and some democrats the senate is not expected to take it up"
2020-05-15,"jcpenney files for bankruptcy the covid crisis is the final blow to a yearold company struggling to overcome a decade of bad decisions executive instability and damaging market trends"
2020-05-15,"the cdc director says the department's models predict more than us covid deaths by june"
2020-05-15,"president trump has named former pharmaceutical executive moncef slaoui and army gen gustave perna to lead operation warp speed the effort to develop a coronavirus vaccine"
2020-05-15,"a yearold boy is the first reported child in france to die from a new syndrome possibly linked to coronavirus follow live updates from around the world"
2020-05-15,"us retail sales fell a record in april underscoring just how badly retailers are struggling during the coronavirus crisis"
2020-05-14,"cook county illinois has replaced queens county new york as the single us county with the highest number of coronavirus cases according to a johns hopkins university tally follow live updates"
2020-05-14,"new york's department of health is looking into more than cases of covidrelated illness in children gov cuomo says patients range in age from less than years old to years old"
2020-05-14,"some countries are seeing a spike in known coronavirus deaths others are struggling to find a path to normalcy"
2020-05-14,"the pentagon has removed its lead official responsible for executing the defense production act to increase production of key equipment to combat coronavirus"
2020-05-14,"sen richard burr is stepping down as chair of the intelligence committee while under investigation for making stock trades after covid briefings"
2020-05-14,"ousted vaccine director rick bright says there appears to be no master coordinated plan on how the us is responding to coronavirus"
2020-05-14,"ousted vaccine director dr rick bright says the us will endure darkest winter in modern history if it does not take extra preparations for coronavirus"
2020-05-14,"congress hears testimony from exvaccine director dr rick bright who says he was fired for opposing the trump administration's covid response follow live updates"
2020-05-14,"hong kong aims to test more than people living in two apartment buildings as a new local coronavirus cluster grows"
2020-05-14,"new fbi seizes republican sen richard burr's phone in an investigation of stock trades after coronavirus briefings los angeles times reports"
2020-05-13,"the iconic hollywood bowl amphitheater in la which hosts about concerts each summer will not open for the season due to the covid pandemic"
2020-05-13,"more than people have died from coronavirus in france since the first of march follow live updates"
2020-05-13,"more than people have died in the us from coronavirus follow live updates"
2020-05-13,"former trump campaign chairman paul manafort is released from prison following a request by his lawyers due to the coronavirus pandemic he will serve the rest his prison term in home confinement"
2020-05-12,"a key coronavirus model often cited by the white house has again raised its death projection now predicting deaths in the us by august"
2020-05-12,"dr anthony fauci says the united states does not have total control yet of the coronavirus pandemic follow live updates"
2020-05-12,"sen patty murray the top democrat on the health education labor and pensions committee says her colleagues must dig for the truth about coronavirus because trump is not follow live updates"
2020-05-12,"a law extending france's state of emergency goes into effect a day after lockdowns began lifting across the country"
2020-05-12,"five covid patients died in a st petersburg russia hospital in a fire apparently started by a malfunctioning ventilator state media reported"
2020-05-12,"two gop senators a chuck grassley and joni ernst a who traveled with vp pence after it was discovered pence's press secretary has coronavirus say they haven't been tested for the virus and do not plan to get tested"
2020-05-11,"the us coronavirus death toll passes the most reported deaths of any country in the world as most states move toward phased reopening"
2020-05-11,"avianca the world's secondoldest airline files for bankruptcy because of the unforeseeable impact of the covid pandemic the airline says"
2020-05-10,"the us chief of naval operations will selfquarantine after coming in contact with a family member who tested positive for the coronavirus an official says"
2020-05-10,"vice president mike pence is not planning to enter selfquarantine after his press secretary tested positive for coronavirus last friday he plans to be at the white house on monday a pence spokesperson says"
2020-05-10,"about of the state of ohio is set to open even after a recent uptick in new covid cases gov mike dewine says"
2020-05-10,"johnson amp johnson aims to produce billion coronavirus vaccines by next year the company's chief scientific officer says"
2020-05-10,"wuhan china reports its first new coronavirus case in more than a month"
2020-05-10,"dr anthony fauci says he will begin a modified quarantine after he had lowrisk contact with a white house staffer who has coronavirus he will telework for weeks but might go into his office with no one else there"
2020-05-09,"cdc director robert redfield will selfquarantine for two weeks after being exposed to someone at the white house who tested positive for covid a cdc spokesman confirmed"
2020-05-09,"a sioux tribe has rejected an ultimatum by south dakota's governor to remove checkpoints on state highways within tribal reservations designed to prevent the spread of coronavirus"
2020-05-09,"coronavirus has infected more than million people and killed more than worldwide a count from johns hopkins university says"
2020-05-09,"roy horn who was half of the siegfried and roy magic and animal act until his injury has died from covid he was"
2020-05-09,"the number of childhood vaccinations has plunged since the covid pandemic began spreading in the us the cdc says"
2020-05-08,"president trump says the white house is in no rush to pass additional stimulus funds in response to coronavirus"
2020-05-08,"trump confirms pence's press secretary katie miller tested positive for covid her husband is senior trump adviser stephen miller"
2020-05-08,"a member of vice president pence's staff has tested positive for coronavirus two sources tell cnn follow live updates"
2020-05-08,"a coalition of us public transportation agencies requests an additional billion in emergency federal aid to help address the coronavirus pandemic"
2020-05-08,"coronavirus could kill as many as people in africa during the first year of the pandemic if containment measures fail the world health organization warns follow live updates"
2020-05-07,"coronavirus is deadlier in the us than the seasonal flu a new study finds follow live updates"
2020-05-07,"california's first case of coronavirus community spread started in a nail salon the governor says follow live updates"
2020-05-07,"a texas salon owner who defied the state's order to close for coronavirus will be released from jail the supreme court of texas rules"
2020-05-07,"one of president trump's personal valets has tested positive for coronavirus cnn has learned"
2020-05-07,"a yearold man from el salvador became the first person to die from coronavirus while in immigration and customs enforcement custody a senior immigration official says"
2020-05-06,"tyson foods says its largest us pork plant will reopen thursday after a major coronavirus outbreak forced the company to shut down the facility two weeks ago"
2020-05-06,"the th person infected by coronavirus in vatican city works for pope francis the holy see press office says"
2020-05-06,"blood thinners may help patients with severe covid infections but the findings are not clearcut enough yet to make solid recommendations doctors say"
2020-05-06,"at least health care workers around the world have been infected with coronavirus according to data from the international council of nurses"
2020-05-06,"a new york survey shows many hospitalized coronavirus patients were not working outside the home or traveling at the time of infection gov cuomo says"
2020-05-06,"white house coronavirus task force members are in the dark on the panel's future a source says"
2020-05-06,"belgium will ease coronavirus rules next week allowing stores to reopen and letting people socialize with four others from outside their household follow live updates"
2020-05-06,"the white house coronavirus task force will continue indefinitely but shift focus trump tweets"
2020-05-05,"the cook county medical examinera cent s office in chicago illinois plans to review previous deaths for evidence of covid as far back as november follow live updates"
2020-05-05,"airbnb is laying off about of its workforce ceo brian chesky told employees the business has been hit hard by covid 's effect on the travel industry"
2020-05-05,"just in white house coronavirus task force to be wound down around memorial day"
2020-05-05,"ousted vaccine director rick bright has filed a whistleblower complaint alleging he began warning about coronavirus in january but was ignored"
2020-05-05,"an experimental coronavirus vaccine entering into human trials in the us could be available in many millions of doses by the end of the ceo of biontech says"
2020-05-05,"nearly one in five wendy's restaurants in the us are out of beef an analyst estimates as coronavirus takes a toll on meat suppliers"
2020-05-05,"pfizer and german biotechnology company biontech say they have started testing an experimental coronavirus vaccine on humans in the us"
2020-05-05,"starbucks says it will have responsibly reopened about of its us stores by the end of the week follow live coronavirus updates"
2020-05-05,"a top executive at united airlines is telling employees to consider leaving the company voluntarily as it grapples with the consequences of the coronavirus pandemic"
2020-05-05,"intelligence shared among us allies indicates it is highly unlikely that the coronavirus outbreak was spread as a result of an accident in a laboratory but rather originated in a chinese market officials say"
2020-05-04,"an influential coronavirus model is nearly doubling its projection to about us deaths a researcher blames relaxed social distancing"
2020-05-04,"a trump administration model projects the daily us death toll from coronavirus will nearly double to by june the new york times reports"
2020-05-04,"ge is cutting up to jobs in its jet engine business because of the devastation to the aerospace industry brought by the coronavirus pandemic"
2020-05-04,"japan extends its state of emergency until may but the country must prepare for a life with coronavirus prime minister shinzo abe says follow live updates"
2020-05-04,"president trump says to people in the us could die from coronavirus a marked increase from what he would said previously"
2020-05-03,"there were coronavirusrelated deaths in new york state in the past day gov cuomo said down from the previous day"
2020-05-03,"trump economic adviser larry kudlow on if the small business stimulus program should receive more money as coronavirus continues to stunt employers we waited a little bit too long i thought when the last tranche ran out let us not make the same mistake again cnnsotu"
2020-05-03,"russia reports new coronavirus cases in another record singleday increase"
2020-05-01,"the white house will not let dr anthony fauci testify next week before a house committee probing the us coronavirus response"
2020-05-01,"the fda has authorized the drug remdesivir for emergency use in hospitalized patients with severe covid"
2020-05-01,"us stocks open lower after president trump hints that there could be new tariffs imposed on china as a result of the covid outbreak"
2020-05-01,"top infectious disease expert dr anthony fauci says that if everything falls into place right there could be a coronavirus vaccine by january"
2020-04-30,"macy's has announced plans to reopen of its stores in states that have loosened social distancing restrictions during the coronavirus pandemic"
2020-04-30,"the little league world series has been canceled because of public health concerns with coronavirus organizers say"
2020-04-30,"the uk has passed its coronavirus peak prime minister boris johnson says"
2020-04-30,"top trump administration officials have pushed intelligence agencies to link coronavirus to chinese labs the new york times reports"
2020-04-30,"los angeles will now offer free coronavirus testing for all residents with or without symptoms mayor eric garcetti says"
2020-04-29,"the trump administration is launching an operation to accelerate the development of a coronavirus vaccine"
2020-04-29,"the fda plans to announce an emergencyuse authorization for the drug remdesivir to treat coronavirus according to the new york times"
2020-04-29,"dr anthony fauci says remdesivir coronavirus trial results show that the mortality rate trended towards being better with patients who took the drug though the who says it is too early to comment"
2020-04-29,"at least tsa employees have tested positive for coronavirus"
2020-04-29,"pending home sales dropped in march due to the coronavirus pandemic new data from the national association of realtors shows"
2020-04-29,"the navy will announce that it is launching a broader inquiry into the coronavirus outbreak aboard the uss theodore roosevelt effectively delaying the recommendation that captain brett crozier should be reinstated"
2020-04-29,"there is positive data emerging from a study on possible covid treatment remdesivir the maker of the investigational drug says"
2020-04-29,"just in the us economy contracted for first time in nearly six years between january and march as the coronavirus crisis put the world in a choke hold america's firstquarter gdp fell at a annualized rate the us bureau of economic analysis reports"
2020-04-29,"former vice president joe biden will win the ohio democratic primary cnn projects the primary had been pushed back after a confusing saga amid the coronavirus outbreak cnnelection"
2020-04-28,"in less than three months more americans have died from coronavirus than the number of us service members killed in the vietnam war according to a johns hopkins university tally follow live updates"
2020-04-28,"dr anthony fauci warns americans could be in for a bad fall and a bad winter if the us isna cent t prepared for the return of the coronavirus follow live updates"
2020-04-28,"the number of confirmed coronavirus cases in the us surpasses one million according to a tally by johns hopkins university follow live updates"
2020-04-28,"the olympics could be canceled if the covid pandemic continues into next year the tokyo president says"
2020-04-27,"at least sailors from the uss kidd the second us navy ship hit with an outbreak of coronavirus have tested positive for the virus about of the destroyer's crew have been tested"
2020-04-27,"house speaker pelosi says that the idea of a guaranteed minimum income for americans is perhaps worth considering during the coronavirus pandemic follow live updates"
2020-04-27,"boris johnson has warned against relaxing the united kingdom's coronavirus restrictions too soon in his first remarks since returning to work after contracting the disease"
2020-04-26,"new york gov andrew cuomo says people have died across the state over the past hours from coronavirus there were coronavirusrelated deaths in the state on friday follow live updates"
2020-04-26,"children in spain are allowed out of the house for the first time in six weeks as coronavirus deaths in the country continue to decline follow live updates"
2020-04-26,"just in white house officials are discussing plans to replace hhs secretary alex azar after criticism over the early coronavirus response"
2020-04-25,"at least people have died from covid according to johns hopkins universitya cent s tally of deaths across the world follow live updates"
2020-04-25,"there is no evidence yet that people who have had coronavirus are immune from a second infection the world health organization warns follow live updates"
2020-04-24,"the fda warns against the use of two drugs hydroxychloroquine and chloroquine that have been touted by president trump as potential treatments for coronavirus"
2020-04-24,"a second us navy ship the uss kidd has been hit by an outbreak of coronavirus with at least cases on the destroyer a navy official says"
2020-04-24,"at least two florida counties announce plans to reopen their beaches during the covid pandemic"
2020-04-24,"at least people have died in the us from coronavirus"
2020-04-24,"there is no evidence suggesting coronavirus can be transmitted by food the fda commissioner says follow live updates"
2020-04-23,"breaking the house has approved a billion package to help small businesses and hospitals and to expand covid testing it now goes to president trump's desk"
2020-04-23,"a key coronavirus model often cited by the white house tweaked its projections and now says that some states must wait even longer to safely reopen follow live updates"
2020-04-23,"there are at least cases of coronavirus in the us according to johns hopkins university's tally follow live updates"
2020-04-23,"new york gov andrew cuomo reacts to senate majority leadera mitch mcconnella who said he did not want to turn federal coronavirus relief into bailing out democratic statesa if there is ever a time for humanity and decency now is the time how irresponsible and how reckless"
2020-04-23,"there are new coronavirus cases linked to a texas beef plant"
2020-04-23,"sen elizabeth warren says her oldest brother don reed has died from coronavirus"
2020-04-23,"nearly all coronavirus patients at new york's largest health system who needed ventilators to help them breathe died a study showed"
2020-04-22,"president trump said he disagreed with gov brian kemp's decision to open up parts of georgia's economy while the coronavirus pandemic continues to threaten the state"
2020-04-22,"the director of a federal vaccine agency says he was abruptly reassigned because he would not promote coronavirus treatments touted by the trump administration"
2020-04-22,"las vegas mayor carolyn goodman called for businesses to reopen saying they should handle coronavirus precautions themselves that is their job"
2020-04-22,"two cats in new york have tested positive for novel coronavirus making them the first pets in the us known to be infected"
2020-04-22,"covid appears to be causing sudden strokes in young adults doctors say"
2020-04-22,"us government employees have been targeted by hackers exploiting the coronavirus outbreak according to new data from google's security team"
2020-04-22,"there are currently coronavirus cases on us navy warships and another have been hit by the virus but impacted crew members have recovered a senior navy official tells cnn"
2020-04-22,"tyson is closing its largest pork plant indefinitely after it was linked to nearly coronavirus cases but the waterloo iowa mayor says it may be too late"
2020-04-21,"cdc director robert redfield says there could be second possibly worse coronavirus outbreak this winter"
2020-04-21,"the scripps national spelling bee has been canceled for the first time since world war ii because of the coronavirus pandemic"
2020-04-21,"the un reports a driver was killed and a government official seriously injured after a world health organization vehicle carrying coronavirus test samples came under fire in myanmar's rakhine state"
2020-04-21,"at least crew members from the uss theodore roosevelt have tested positive for covid the us navy says with nine of the sailors hospitalized"
2020-04-21,"wisconsin health officials say that they have tied at least seven cases of covid to the state's inperson election on april follow live updates"
2020-04-21,"lawmakers reach a deal on a bill to provide new funding for small businesses hurt by the coronavirus outbreak setting up a vote later today in the senate"
2020-04-21,"new york gov cuomo says total hospitalizations of coronavirus patients in the state are basically flat though about new people were hospitalized monday follow live updates"
2020-04-21,"the us food and drug administration issues an emergency use authorization for a new coronavirus diagnostic test that allows patients to collect their own samples at home and then mail those samples to a lab"
2020-04-21,"spain's running of the bulls festival the san fermin fiesta held in pamplona every july has been canceled this year as a result of coronavirus"
2020-04-21,"president trump says he will temporarily suspend immigration into the us by executive order because of coronavirus"
2020-04-20,"dr anthony fauci urges caution about coronavirus antibody tests says more research is needed to determine whether someone who has recovered really is protected against future infection"
2020-04-19,"bob lazier indy starter and cart's rookie of the year has died at due to complications from the coronavirus"
2020-04-19,"us death toll from coronavirus surpasses according to a tally from johns hopkins university follow live updates"
2020-04-19,"treasury secretary steven mnuchin says putting president trump's name on the coronavirus stimulus checks was his idea"
2020-04-19,"a senior uk government figure defends prime minister boris johnson's approach to the coronavirus pandemic following a wideranging critique follow live updates"
2020-04-19,"more than inmates have tested positive for coronavirus at three facilities in ohio officials say"
2020-04-18,"new york gov andrew cuomo said that people in the state died over the past hours from coronavirus live updates"
2020-04-17,"comiccon has canceled its premiere event in san diego because of the coronavirus pandemic the event scheduled for july has been held for years and draws about attendees a year"
2020-04-17,"a california doctor faces a federal charge after allegedly selling covid treatment packs and saying a drug touted by president trump cures the disease"
2020-04-17,"us stocks open sharply higher as investors get excited about a potential coronavirus drug and the reopening of the us economy"
2020-04-17,"breaking president trump's former personal attorney michael cohen will be released early from prison due to the coronavirus pandemic"
2020-04-16,"allen daviau an oscarnominated cinematographer for his work on films like et and the color purple dies at from complications related to covid"
2020-04-16,"new york gov cuomo says the state's social distancing plan to help mitigate the spread of coronavirus will be extended in coordination with other states to may follow live updates"
2020-04-16,"research into blood donors in the netherlands suggests that around of the dutch population may have developed antibodies against covid follow live updates"
2020-04-16,"national security officials say the us is looking into the possibility that novel coronavirus originated in a chinese lab"
2020-04-15,"maryland mandates face coverings in retail establishments and on public transportation tennessee schools will remain closed the rest of the academic year follow live coronavirus updates"
2020-04-15,"on a business council call today industry leaders told the president that there would need to be guarantees of rampedup coronavirus testing before people return to work"
2020-04-15,"us stocks set to open lower as investors continue to worry about the coronavirus pandemic's impact on the economy here's what is moving markets today"
2020-04-15,"with the goal to measure the prevalence of the covid infection among the us population nearly employees within major league baseball have volunteered to be part of a nationwide coronavirus antibody study"
2020-04-14,"us surpasses coronavirus cases according to johns hopkins university's tally of cases"
2020-04-14,"trump halts us funding to the world health organization while a review into its handling of coronavirus is conducted"
2020-04-14,"more than people have died in the us from coronavirus according to johns hopkins university's tally of cases"
2020-04-14,"john h conway a renowned mathematician who created one of the first computer games has died of coronavirus complications"
2020-04-14,"new york gov andrew cuomo says the threeday average for instate coronavirus hospitalizations is down slightly adding that officials believe the apex is here follow live updates"
2020-04-14,"the us food and drug administration authorizes a saliva test for diagnosing covid in emergencies"
2020-04-14,"the coronavirus pandemic is plunging the global economy into its deepest slump since the great depression of the s the international monetary fund says"
2020-04-14,"at least us service members have tested positive for covid follow live updates on the pandemic"
2020-04-14,"a third of nhs staff and key workers tested for coronavirus in the uk have returned positive results new british government data shows"
2020-04-14,"indian prime minister modi has extended the country's nationwide lockdown until may in a bid to contain the continued spread of the coronavirus"
2020-04-13,"wyoming becomes the th us state to report a coronavirusrelated death"
2020-04-12,"stanley chera a new york city real estate developer and friend of president trump has died of complications related to covid"
2020-04-12,"walt disney world will furlough employees in orlando amid the coronavirus pandemic"
2020-04-12,"one of the country's largest pork processing facilities is closing until further notice as employees fall ill with covid putting the us meat supply at risk"
2020-04-12,"dr anthony fauci says some lives would have been saved if mitigation efforts to control the coronavirus pandemic had been instituted earlier"
2020-04-12,"uk prime minister boris johnson has been discharged from the hospital to continue his recovery from coronavirus a downing street spokesperson says follow live updates"
2020-04-12,"the uk is likely to be one of the worst if not the worst affected countries in europe's coronavirus outbreak a uk government adviser says follow live updates"
2020-04-11,"crew members from the uss theodore roosevelt aircraft carrier have tested positive for coronavirus the us navy says"
2020-04-11,"new york city public schools will remain closed through the end of this academic year due to coronavirus concerns mayor bill de blasio says follow live updates"
2020-04-11,"celebrity attorney michael avenatti has been released from federal jail temporarily due to coronavirus concerns follow live updates"
2020-04-10,"the global death toll from coronavirus is now more than people according to a johns hopkins university tally"
2020-04-10,"new york gov cuomo says he is cautiously optimistic that the state's coronavirus infection rate is slowing with confirmed deaths thursday down from the day before"
2020-04-10,"dr anthony fauci says the idea of americans carrying certificates of immunity to prove they have tested positive for coronavirus antibodies might have some merit follow live updates"
2020-04-09,"utah's governor orders all adults entering the state to disclose their travel plans in the latest stateled crackdown on domestic travel due to coronavirus"
2020-04-09,"the american heart association issues a new set of guidelines for emergency workers responding to cardiac arrest victims in the coronavirus pandemic"
2020-04-09,"at least people across new york state died of coronavirus wednesday the highest singleday death rate so far gov andrew cuomo says follow lives updates"
2020-04-09,"us navy official tells cnn that sailors from the uss theodore roosevelt have tested positive for coronavirus"
2020-04-09,"another million people filed for unemployment benefits last week as us workers continue to suffer from job losses furloughs and reduced hours during the coronavirus pandemic"
2020-04-08,"the novel coronavirus has infected more than million people and killed more than worldwide according to a tally from johns hopkins university"
2020-04-08,"cnn poll public views of the economy have plummeted and about half of americans say they have faced financial hardship due to the coronavirus outbreak"
2020-04-08,"more than people have died in the us from coronavirus with at least reported cases"
2020-04-08,"new york gov cuomo says the state will do more coronavirus testing in minority communities follow live updates"
2020-04-08,"dr deborah birx the white house coronavirus response coordinator says officials are looking at whether social distancing guidelines could be relaxed in some areas at the end of the month follow live updates"
2020-04-08,"john prine the grammywinning singersongwriter who influenced legions of musicians has died from coronavirus complications he was"
2020-04-07,"jersey city councilman michael yun a longtime civic and business leader in the community has died from coronavirus complications"
2020-04-07,"republican sen rand paul says he is successfully recovered from his bout with coronavirus and is now volunteering at a hospital"
2020-04-07,"trump removes acting defense department inspector general glenn fine as chair of the committee overseeing trillion in emergency coronavirus funding"
2020-04-07,"new york reports its largest singleday increase in coronavirus deaths the state's death toll is now over follow live updates"
2020-04-07,"british prime minister boris johnson has been receiving oxygen treatment for coronavirus in intensive care a senior member of the cabinet confirmed"
2020-04-06,"us stocks had their best day in two weeks closing near session highs on optimism about a slowdown in new coronavirus infections the dow finished up or points the sampp closed higher the nasdaq composite ended up"
2020-04-06,"uk prime minister boris johnson is in intensive care a day after being hospitalized with coronavirus"
2020-04-06,"the united states has at least reported deaths from coronavirus according to a tally by johns hopkins university"
2020-04-06,"the acting secretary of the navy calls the nowousted commander of the uss theodore roosevelt stupid over coronavirus memo"
2020-04-06,"us stocks rallied at monday's open following some encouraging data that showed a slowdown in coronavirus infections in multiple countries follow live updates"
2020-04-06,"italy has recorded its lowest oneday coronavirus death toll in two weeks with deaths the italian civil protection ministry said sunday"
2020-04-05,"nadia a yearold malayan tiger at the bronx zoo in new york tested positive for coronavirus this is the first known instance of a tiger being infected the usda says"
2020-04-05,"uk prime minister boris johnson was admitted to the hospital for precautionary tests he has already tested positive for coronavirus"
2020-04-05,"the number of coronavirus deaths in new york has been dropping for the first time but the significance of that is too early to tell gov cuomo says"
2020-04-05,"esper on the firing of a navy commander after writing a memo saying that crew needed help after the coronavirus hit his ship i think acting secretary modly made a very tough decision it is just another example how we hold leaders accountable for their actions cnnsotu"
2020-04-05,"defense secretary mark esper discusses the department of defense's plan to support new york city through the coronavirus pandemic what we plan on doing is deploying over additional doctors and nurses and other medical professionals to new york cnnsotu"
2020-04-04,"revered women's shoe designer sergio rossi has died of coronavirus complications at the age of according to a hospital in northern italy"
2020-04-03,"the supreme court postpones remaining two weeks of oral arguments due to coronavirus says trump financials and other delayed cases may be rescheduled"
2020-04-03,"cnn anchor brooke baldwin has been diagnosed with coronavirus she said chills aches and a fever came on suddenly thursday"
2020-04-03,"new york gov andrew cuomo reports the state's biggest singleday increase of coronavirus deaths follow live updates"
2020-04-02,"just in the navy has removed the commander of the uss theodore roosevelt after he sent a memo saying the navy was failing to take care of its sailors during the coronavirus outbreak"
2020-04-02,"more than a million cases of the novel coronavirus have been confirmed worldwide while authorities in the united states continue issuing strict measures to slow down the spread of the virus"
2020-04-02,"the fda has changed blood donation guidelines as us blood supplies decrease amid the coronavirus pandemic"
2020-04-02,"democrats move their national convention to pick the party's presidential nominee to the week of august in response to coronavirus"
2020-04-02,"house speaker nancy pelosi announces a bipartisan panel to exercise oversight of the federal coronavirus response it will have the authority to issue subpoenas"
2020-04-02,"a federal judge grants former new york rep chris collins's request to delay the start of his prison sentence after he cited concerns about the coronavirus pandemic and its threat to inmates"
2020-04-02,"mass layoffs tied to the coronavirus pandemic spark a surge in americans filing for unemployment benefits with million filing last week"
2020-04-02,"the number of deaths from coronavirus in spain passes officials say as the country battles to get control of the outbreak"
2020-04-02,"the coronavirus death toll in the us has surpassed according to data from johns hopkins university"
2020-04-02,"ellis marsalis jr a new orleans jazz legend and educator died of complications with covid he was"
2020-04-02,"adam schlesinger the lead singer of fountains of wayne and writer of hits like stacy's mom died from coronavirus complications he was"
2020-04-01,"us stocks closed in the red as investors continue to grapple with the fallout from the coronavirus outbreak ahead of more labor market data the dow closed or points lower the sampp finished down the nasdaq composite also closed down"
2020-04-01,"house speaker nancy pelosi says trump and mcconnell should not try to hide behind suggestions that the impeachment trial distracted the government from coronavirus"
2020-04-01,"as lawmakers eye a potential phase coronavirus relief package including infrastructure house speaker nancy pelosi says we know already that we need more for state and local government we need to do much more"
2020-04-01,"the us now has more than confirmed cases of coronavirus according to cnn's count it is more than any other country in the world"
2020-04-01,"new york city playgrounds will be shut down to curb the spread of coronavirus new york gov andrew cuomo says"
2020-04-01,"vice president pence seeks to blame the cdc and china when asked why the us was so late in understanding the enormity of the coronavirus pandemic"
2020-04-01,"vice president mike pence says the white house coronavirus task force will make a recommendation on wearing masks at the appropriate time"
2020-04-01,"organizers cancel this year's wimbledon tennis championships due to the ongoing coronavirus outbreak"
2020-04-01,"the edinburgh fringe festival billed as the biggest celebration of arts and culture on the planet is canceled because of coronavirus it had been scheduled for august"
2020-04-01,"spain records more than coronavirus cases and the biggest daily rise in deaths but the infection rate seems to be slowing"
2020-04-01,"over the next few weeks georgia's governor will deploy the national guard to help longterm care facilities assisted living facilities and nursing homes with covid cases"
2020-03-31,"president trump warns of painful two weeks ahead as the white house projects more than coronavirus deaths"
2020-03-31,"cnn anchor chris cuomo has been diagnosed with coronavirus he is feeling well and will continue to do his program from home"
2020-03-31,"dr anthony fauci says social distancing measures appear to be working a but stresses that the coronavirus pandemic is still a very serious situation follow live updates"
2020-03-31,"a new orleans official says the city is readying for an uptick in coronavirusrelated deaths in a community of about people the louisiana city is tracking at about mortality rate he said"
2020-03-31,"maryland gov larry hogan calls out the need for coordinated coronavirus testing saying without the tests we really are flying blind follow live updates"
2020-03-31,"at least coronavirus deaths were reported in the us monday according to a count by cnn health it is the most reported us deaths in a single day since the outbreak began"
2020-03-31,"more than people in the us have died from coronavirus according to a cnn tally"
2020-03-30,"florida pastor rodney howardbrowne was arrested after holding services sunday at his tampa megachurch despite public orders urging residents to stay home to help contain the spread of coronavirus"
2020-03-30,"dr james t goodrich a neurosurgeon who led multiple separations of conjoined twins died monday after complications related to covid his hospital says"
2020-03-30,"cnn poll americans are divided over government handling of the coronavirus outbreak"
2020-03-30,"the us marine corps says that because of coronavirus concerns it has temporarily suspended new recruit training at parris island south carolina"
2020-03-30,"macy's is furloughing most of its employees because of the ongoing coronavirus pandemic"
2020-03-30,"opera legend placido domingo has been hospitalized in acapulco mexico with complications related to coronavirus according to the singer's spokesperson"
2020-03-30,"the fda issues an emergency use authorization for chloroquine and hydroxychloroquine to treat patients hospitalized with covid"
2020-03-29,"president trump extends federal guidelines for social distancing through april because of the coronavirus outbreak"
2020-03-29,"joe diffie a grammywinning country singer and year member of the grand ole opry died from complications of coronavirus his publishing agency says he was"
2020-03-29,"house speaker nancy pelosi says the president downplaying the severity of coronavirus is aoedeadly aoeas the president fiddles people are dying we just have to take every precautiona cnnsotu"
2020-03-29,"a north carolina county has established checkpoints to stop visitors and nonresident property owners from entering to prevent coronavirus from spreading in its community"
2020-03-29,"at least people have died in the us from coronavirus that number reached just over two days ago"
2020-03-28,"a chicago baby is the first infant death in the us associated with coronavirus an illinois health official says"
2020-03-28,"president trump says he is considering a shortterm quarantine of new york new jersey and certain parts of connecticut as coronavirus cases spread"
2020-03-27,"the number of coronavirus cases in the us passes"
2020-03-27,"president trump invokes the defense production act for the first time requiring general motors to manufacture ventilators to help with the coronavirus pandemic"
2020-03-27,"the us house of representatives votes in favor of a historic trillion coronavirus stimulus package sending it to trump to sign"
